,Symptom,Disease
601,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
602,"headache ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
603,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
604,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
605,"headache ,diarrhea ,fever ",infectious gastroenteritis
606,"blood in stool ,headache ,nausea ,fever ,chills ",infectious gastroenteritis
607,"nausea ,diarrhea ,burning abdominal pain ,chills ",infectious gastroenteritis
608,"sharp abdominal pain ,nausea ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
609,"vomiting ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
610,"headache ,nausea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
611,"sharp abdominal pain ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
612,"vomiting ,headache ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
613,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ",infectious gastroenteritis
614,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,chills ,fluid retention ",infectious gastroenteritis
615,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
616,"blood in stool ,nausea ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
617,"blood in stool ,sharp abdominal pain ,diarrhea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
618,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
619,"sharp abdominal pain ,vomiting ,headache ,nausea ,chills ",infectious gastroenteritis
620,"sharp abdominal pain ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
621,"vomiting ,nausea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
622,"sharp abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
623,"blood in stool ,sharp abdominal pain ,headache ,nausea ,fluid retention ",infectious gastroenteritis
624,"blood in stool ,vomiting ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
625,"vomiting ,headache ,nausea ,fever ,fluid retention ",infectious gastroenteritis
626,"nausea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
627,"blood in stool ,sharp abdominal pain ,headache ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
628,"sharp abdominal pain ,diarrhea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
629,"sharp abdominal pain ,headache ,nausea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
630,"blood in stool ,sharp abdominal pain ,vomiting ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
631,"blood in stool ,sharp abdominal pain ,decreased appetite ",infectious gastroenteritis
632,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
633,"blood in stool ,vomiting ,headache ,nausea ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
634,"sharp abdominal pain ,nausea ,decreased appetite ",infectious gastroenteritis
635,"blood in stool ,vomiting ,nausea ,chills ,flu-like syndrome ",infectious gastroenteritis
636,"blood in stool ,vomiting ,headache ,nausea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
637,"sharp abdominal pain ,headache ,decreased appetite ,fluid retention ",infectious gastroenteritis
638,"sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
639,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
640,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,diarrhea ,chills ,flu-like syndrome ",infectious gastroenteritis
641,"blood in stool ,headache ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
642,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
643,"sharp abdominal pain ,nausea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
644,"blood in stool ,sharp abdominal pain ,headache ,diarrhea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
645,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
646,"headache ,diarrhea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
647,"vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
648,"blood in stool ,vomiting ,nausea ,diarrhea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
649,"headache ,diarrhea ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
650,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
651,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
652,"sharp abdominal pain ,vomiting ,nausea ,fever ,chills ",infectious gastroenteritis
653,"blood in stool ,sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
654,"sharp abdominal pain ,headache ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
655,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
656,"blood in stool ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
657,"blood in stool ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
658,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
659,"blood in stool ,sharp abdominal pain ,headache ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
660,"blood in stool ,vomiting ,nausea ,chills ,fluid retention ",infectious gastroenteritis
661,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
662,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
663,"blood in stool ,nausea ,diarrhea ,decreased appetite ,fluid retention ",infectious gastroenteritis
664,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
665,"burning abdominal pain ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
666,"vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
667,"blood in stool ,vomiting ,nausea ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
668,"burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
669,"blood in stool ,nausea ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
670,"headache ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
671,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
672,"blood in stool ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
673,"nausea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
674,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
675,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
676,"vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
677,"vomiting ,headache ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
678,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
679,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
680,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
681,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
682,"vomiting ,headache ,nausea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
683,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
684,"blood in stool ,nausea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
685,"sharp abdominal pain ,vomiting ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
686,"blood in stool ,vomiting ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
687,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
688,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,decreased appetite ",infectious gastroenteritis
689,"vomiting ,nausea ,fluid retention ",infectious gastroenteritis
690,"sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
691,"headache ,diarrhea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
692,"blood in stool ,headache ,nausea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
693,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
694,"sharp abdominal pain ,headache ,chills ",infectious gastroenteritis
695,"blood in stool ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
696,"blood in stool ,sharp abdominal pain ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
697,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ",infectious gastroenteritis
698,"headache ,diarrhea ,fever ,chills ",infectious gastroenteritis
699,"blood in stool ,sharp abdominal pain ,diarrhea ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
700,"blood in stool ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
701,"vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
702,"headache ,nausea ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
703,"blood in stool ,headache ,diarrhea ,decreased appetite ,fever ",infectious gastroenteritis
704,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
705,"headache ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
706,"sharp abdominal pain ,diarrhea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
707,"headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
708,"sharp abdominal pain ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
709,"blood in stool ,sharp abdominal pain ,headache ,diarrhea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
710,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
711,"vomiting ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
712,"vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
713,"vomiting ,nausea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
714,"vomiting ,nausea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
715,"nausea ,diarrhea ,decreased appetite ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
716,"vomiting ,fever ,flu-like syndrome ",infectious gastroenteritis
717,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
718,"sharp abdominal pain ,vomiting ,diarrhea ,fever ",infectious gastroenteritis
719,"blood in stool ,sharp abdominal pain ,headache ,diarrhea ,fever ,flu-like syndrome ",infectious gastroenteritis
720,"blood in stool ,headache ,nausea ,diarrhea ,fever ,flu-like syndrome ",infectious gastroenteritis
721,"blood in stool ,vomiting ,nausea ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
722,"vomiting ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
723,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
724,"blood in stool ,nausea ,diarrhea ,chills ,flu-like syndrome ",infectious gastroenteritis
725,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,fever ",infectious gastroenteritis
726,"nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
727,"headache ,diarrhea ,burning abdominal pain ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
728,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
729,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,fluid retention ",infectious gastroenteritis
730,"sharp abdominal pain ,vomiting ,headache ,nausea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
731,"blood in stool ,sharp abdominal pain ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
732,"blood in stool ,vomiting ,nausea ,fever ,flu-like syndrome ",infectious gastroenteritis
733,"headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
734,"sharp abdominal pain ,headache ,decreased appetite ",infectious gastroenteritis
735,"sharp abdominal pain ,vomiting ,nausea ,diarrhea ,fever ,chills ",infectious gastroenteritis
736,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
737,"blood in stool ,headache ,nausea ,burning abdominal pain ",infectious gastroenteritis
738,"blood in stool ,sharp abdominal pain ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
739,"vomiting ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
740,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,diarrhea ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
741,"blood in stool ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
742,"blood in stool ,vomiting ,nausea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
743,"sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
744,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
745,"sharp abdominal pain ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
746,"blood in stool ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
747,"sharp abdominal pain ,nausea ,diarrhea ,decreased appetite ,chills ",infectious gastroenteritis
748,"blood in stool ,vomiting ,headache ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
749,"diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
750,"vomiting ,flu-like syndrome ",infectious gastroenteritis
751,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
752,"sharp abdominal pain ,vomiting ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
753,"blood in stool ,headache ,diarrhea ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
754,"blood in stool ,sharp abdominal pain ,nausea ,chills ,flu-like syndrome ",infectious gastroenteritis
755,"sharp abdominal pain ,vomiting ,nausea ,decreased appetite ,fever ",infectious gastroenteritis
756,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,burning abdominal pain ,fever ",infectious gastroenteritis
757,"vomiting ,headache ,nausea ,diarrhea ,decreased appetite ",infectious gastroenteritis
758,"blood in stool ,sharp abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
759,"vomiting ,headache ,nausea ,diarrhea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
760,"blood in stool ,burning abdominal pain ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
761,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,chills ",infectious gastroenteritis
762,"sharp abdominal pain ,vomiting ,nausea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
763,"sharp abdominal pain ,headache ,nausea ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
764,"blood in stool ,headache ,nausea ,diarrhea ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
765,"sharp abdominal pain ,headache ,diarrhea ,fever ,fluid retention ",infectious gastroenteritis
766,"blood in stool ,headache ,nausea ,burning abdominal pain ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
767,"sharp abdominal pain ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
768,"blood in stool ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
769,"blood in stool ,sharp abdominal pain ,nausea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
770,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,flu-like syndrome ",infectious gastroenteritis
771,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,chills ,fluid retention ",infectious gastroenteritis
772,"nausea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
773,"sharp abdominal pain ,headache ,nausea ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
774,"nausea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
775,"headache ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
776,"sharp abdominal pain ,vomiting ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
777,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
778,"vomiting ,diarrhea ,decreased appetite ,flu-like syndrome ",infectious gastroenteritis
779,"blood in stool ,vomiting ,headache ,diarrhea ,fever ,chills ",infectious gastroenteritis
780,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,chills ,fluid retention ",infectious gastroenteritis
781,"blood in stool ,vomiting ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
782,"blood in stool ,headache ,burning abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
783,"sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ",infectious gastroenteritis
784,"blood in stool ,sharp abdominal pain ,vomiting ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
785,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ",infectious gastroenteritis
786,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
787,"sharp abdominal pain ,vomiting ,nausea ,diarrhea ,decreased appetite ,fever ,chills ",infectious gastroenteritis
788,"decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
789,"vomiting ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
790,"blood in stool ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ",infectious gastroenteritis
791,"vomiting ,nausea ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
792,"vomiting ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
793,"blood in stool ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
794,"blood in stool ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
795,"blood in stool ,headache ,nausea ,fever ,chills ,fluid retention ",infectious gastroenteritis
796,"sharp abdominal pain ,headache ,nausea ,diarrhea ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
797,"sharp abdominal pain ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
798,"blood in stool ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
799,"blood in stool ,vomiting ,decreased appetite ,fever ,chills ",infectious gastroenteritis
800,"blood in stool ,diarrhea ,burning abdominal pain ,fever ",infectious gastroenteritis
801,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,decreased appetite ,fever ",infectious gastroenteritis
802,"burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
803,"sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
804,"blood in stool ,vomiting ,nausea ",infectious gastroenteritis
805,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
806,"blood in stool ,sharp abdominal pain ,burning abdominal pain ,decreased appetite ,fluid retention ",infectious gastroenteritis
807,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
808,"burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
809,"blood in stool ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ",infectious gastroenteritis
810,"blood in stool ,vomiting ,diarrhea ,fever ",infectious gastroenteritis
811,"blood in stool ,sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
812,"sharp abdominal pain ,vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
813,"blood in stool ,nausea ,diarrhea ,burning abdominal pain ,flu-like syndrome ",infectious gastroenteritis
814,"blood in stool ,headache ,decreased appetite ,fever ,flu-like syndrome ",infectious gastroenteritis
815,"blood in stool ,sharp abdominal pain ,vomiting ,diarrhea ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
816,"blood in stool ,headache ,diarrhea ,burning abdominal pain ,chills ",infectious gastroenteritis
817,"blood in stool ,diarrhea ,decreased appetite ,fever ",infectious gastroenteritis
818,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
819,"nausea ,diarrhea ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
820,"blood in stool ,diarrhea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
821,"blood in stool ,decreased appetite ,fever ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
822,"vomiting ,diarrhea ,decreased appetite ,fluid retention ",infectious gastroenteritis
823,"sharp abdominal pain ,vomiting ,headache ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
824,"sharp abdominal pain ,vomiting ,headache ,diarrhea ,decreased appetite ,fever ,chills ,fluid retention ",infectious gastroenteritis
825,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ",infectious gastroenteritis
826,"fever ,chills ,flu-like syndrome ",infectious gastroenteritis
827,"sharp abdominal pain ,headache ,nausea ,burning abdominal pain ,chills ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
828,"headache ,nausea ,fever ,chills ,fluid retention ",infectious gastroenteritis
829,"sharp abdominal pain ,nausea ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
830,"vomiting ,headache ,nausea ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
831,"nausea ,fever ,chills ,fluid retention ",infectious gastroenteritis
832,"diarrhea ,burning abdominal pain ",infectious gastroenteritis
833,"vomiting ,burning abdominal pain ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
834,"blood in stool ,vomiting ,headache ,diarrhea ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
835,"blood in stool ,sharp abdominal pain ,headache ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
836,"sharp abdominal pain ,vomiting ,diarrhea ,chills ",infectious gastroenteritis
837,"blood in stool ,nausea ,diarrhea ,decreased appetite ,fever ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
838,"sharp abdominal pain ,headache ,nausea ,diarrhea ,burning abdominal pain ,decreased appetite ,chills ,flu-like syndrome ",infectious gastroenteritis
839,"sharp abdominal pain ,decreased appetite ,chills ,fluid retention ",infectious gastroenteritis
840,"vomiting ,headache ,nausea ,diarrhea ,burning abdominal pain ,fever ,fluid retention ",infectious gastroenteritis
841,"blood in stool ,sharp abdominal pain ,headache ,burning abdominal pain ,fever ,flu-like syndrome ",infectious gastroenteritis
842,"blood in stool ,sharp abdominal pain ,vomiting ,headache ,chills ,fluid retention ",infectious gastroenteritis
843,"sharp abdominal pain ,diarrhea ,burning abdominal pain ,decreased appetite ,fever ,chills ",infectious gastroenteritis
844,"blood in stool ,vomiting ,burning abdominal pain ",infectious gastroenteritis
845,"vomiting ,headache ,burning abdominal pain ,decreased appetite ,fluid retention ,flu-like syndrome ",infectious gastroenteritis
846,"blood in stool ,sharp abdominal pain ,nausea ,diarrhea ,burning abdominal pain ,fever ,chills ,fluid retention ",infectious gastroenteritis
847,"sharp abdominal pain ,vomiting ,burning abdominal pain ,decreased appetite ,fever ",infectious gastroenteritis
848,"sharp abdominal pain ,headache ,burning abdominal pain ,chills ,flu-like syndrome ",infectious gastroenteritis
849,"nausea ,diarrhea ,fever ,chills ,fluid retention ",infectious gastroenteritis
850,"sharp abdominal pain ,vomiting ,headache ,burning abdominal pain ,decreased appetite ,fever ,chills ,flu-like syndrome ",infectious gastroenteritis
