,Symptom,Disease
1355,"leg pain ,back pain ,neck pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1356,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1357,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1358,"abnormal involuntary movements ,hand or finger pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1359,"back pain ,neck pain ,problems with movement ,ache all over ",complex regional pain syndrome
1360,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1361,"abnormal involuntary movements ,leg pain ,low back pain ,ache all over ",complex regional pain syndrome
1362,"abnormal involuntary movements ,hand or finger pain ,low back pain ,problems with movement ,ache all over ",complex regional pain syndrome
1363,"abnormal involuntary movements ,back pain ,neck pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1364,"abnormal involuntary movements ,hand or finger pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1365,"leg pain ,back pain ,neck pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1366,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1367,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1368,"hand or finger pain ,arm pain ,back pain ,low back pain ,problems with movement ",complex regional pain syndrome
1369,"leg pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1370,"leg pain ,arm pain ,back pain ,foot or toe pain ",complex regional pain syndrome
1371,"abnormal involuntary movements ,leg pain ,arm pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1372,"arm pain ,neck pain ,low back pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1373,"hand or finger pain ,arm pain ,low back pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1374,"hand or finger pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1375,"leg pain ,hand or finger pain ,neck pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1376,"leg pain ,arm pain ,back pain ,low back pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1377,"abnormal involuntary movements ,hand or finger pain ,arm pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1378,"hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1379,"leg pain ,arm pain ,problems with movement ,ache all over ",complex regional pain syndrome
1380,"leg pain ,hand or finger pain ,back pain ,neck pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1381,"abnormal involuntary movements ,leg pain ,hand or finger pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1382,"arm pain ,back pain ,neck pain ,low back pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1383,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1384,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1385,"leg pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1386,"arm pain ,back pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1387,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1388,"leg pain ,arm pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1389,"abnormal involuntary movements ,hand or finger pain ,arm pain ,low back pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1390,"leg pain ,neck pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1391,"hand or finger pain ,back pain ,neck pain ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1392,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1393,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1394,"leg pain ,hand or finger pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1395,"leg pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1396,"abnormal involuntary movements ,leg pain ,back pain ,neck pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1397,"hand or finger pain ,neck pain ,low back pain ,ache all over ",complex regional pain syndrome
1398,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,low back pain ,paresthesia ",complex regional pain syndrome
1399,"leg pain ,arm pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1400,"leg pain ,hand or finger pain ,arm pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1401,"abnormal involuntary movements ,neck pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1402,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1403,"abnormal involuntary movements ,back pain ,neck pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1404,"abnormal involuntary movements ,hand or finger pain ,back pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1405,"abnormal involuntary movements ,hand or finger pain ,arm pain ,back pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1406,"low back pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1407,"leg pain ,low back pain ,ache all over ",complex regional pain syndrome
1408,"abnormal involuntary movements ,leg pain ,hand or finger pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1409,"abnormal involuntary movements ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1410,"hand or finger pain ,back pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1411,"leg pain ,hand or finger pain ,arm pain ,low back pain ,foot or toe pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1412,"hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1413,"arm pain ,back pain ,neck pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1414,"problems with movement ,loss of sensation ",complex regional pain syndrome
1415,"abnormal involuntary movements ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1416,"arm pain ,ache all over ",complex regional pain syndrome
1417,"leg pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1418,"leg pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1419,"abnormal involuntary movements ,leg pain ,arm pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1420,"abnormal involuntary movements ,problems with movement ,paresthesia ",complex regional pain syndrome
1421,"abnormal involuntary movements ,leg pain ,hand or finger pain ,back pain ,neck pain ,low back pain ,foot or toe pain ",complex regional pain syndrome
1422,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,low back pain ,loss of sensation ",complex regional pain syndrome
1423,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,low back pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1424,"arm pain ,back pain ,neck pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1425,"leg pain ,hand or finger pain ,arm pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1426,"abnormal involuntary movements ,hand or finger pain ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1427,"leg pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1428,"abnormal involuntary movements ,arm pain ,back pain ,neck pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1429,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,neck pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1430,"leg pain ,back pain ,neck pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1431,"abnormal involuntary movements ,hand or finger pain ,back pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1432,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,paresthesia ,ache all over ",complex regional pain syndrome
1433,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,ache all over ",complex regional pain syndrome
1434,"hand or finger pain ,arm pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1435,"abnormal involuntary movements ,arm pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1436,"back pain ,neck pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1437,"abnormal involuntary movements ,leg pain ,arm pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1438,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1439,"leg pain ,arm pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1440,"abnormal involuntary movements ,leg pain ,arm pain ,paresthesia ,ache all over ",complex regional pain syndrome
1441,"back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1442,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1443,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1444,"back pain ,neck pain ,paresthesia ,ache all over ",complex regional pain syndrome
1445,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1446,"hand or finger pain ,back pain ,neck pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1447,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1448,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,low back pain ,foot or toe pain ",complex regional pain syndrome
1449,"abnormal involuntary movements ,leg pain ,hand or finger pain ,low back pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1450,"back pain ,neck pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1451,"abnormal involuntary movements ,hand or finger pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1452,"hand or finger pain ,arm pain ,back pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1453,"hand or finger pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1454,"abnormal involuntary movements ,hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1455,"abnormal involuntary movements ,neck pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1456,"arm pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1457,"hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1458,"abnormal involuntary movements ,hand or finger pain ,arm pain ,neck pain ,ache all over ",complex regional pain syndrome
1459,"abnormal involuntary movements ,arm pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1460,"abnormal involuntary movements ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ",complex regional pain syndrome
1461,"abnormal involuntary movements ,back pain ,neck pain ,foot or toe pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1462,"hand or finger pain ,back pain ,low back pain ,problems with movement ",complex regional pain syndrome
1463,"leg pain ,hand or finger pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1464,"hand or finger pain ,arm pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1465,"abnormal involuntary movements ,arm pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1466,"abnormal involuntary movements ,neck pain ,low back pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1467,"leg pain ,arm pain ,neck pain ,foot or toe pain ",complex regional pain syndrome
1468,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1469,"hand or finger pain ,neck pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1470,"leg pain ,hand or finger pain ,neck pain ",complex regional pain syndrome
1471,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1472,"leg pain ,arm pain ,low back pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1473,"leg pain ,neck pain ",complex regional pain syndrome
1474,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,neck pain ,low back pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1475,"abnormal involuntary movements ,leg pain ,hand or finger pain ,back pain ,neck pain ",complex regional pain syndrome
1476,"leg pain ,low back pain ,problems with movement ",complex regional pain syndrome
1477,"leg pain ,neck pain ,low back pain ",complex regional pain syndrome
1478,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1479,"hand or finger pain ,arm pain ,back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1480,"leg pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1481,"leg pain ,hand or finger pain ,low back pain ,paresthesia ",complex regional pain syndrome
1482,"leg pain ,arm pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1483,"arm pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1484,"abnormal involuntary movements ,leg pain ,back pain ,low back pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1485,"leg pain ,hand or finger pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1486,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1487,"low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1488,"leg pain ,hand or finger pain ,back pain ,neck pain ,low back pain ,paresthesia ",complex regional pain syndrome
1489,"abnormal involuntary movements ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1490,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1491,"arm pain ,back pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1492,"hand or finger pain ,back pain ,neck pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1493,"leg pain ,low back pain ,loss of sensation ",complex regional pain syndrome
1494,"arm pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1495,"abnormal involuntary movements ,hand or finger pain ,arm pain ,low back pain ,ache all over ",complex regional pain syndrome
1496,"hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1497,"leg pain ,back pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1498,"abnormal involuntary movements ,leg pain ,neck pain ,paresthesia ,ache all over ",complex regional pain syndrome
1499,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,low back pain ,foot or toe pain ,problems with movement ",complex regional pain syndrome
1500,"leg pain ,neck pain ,paresthesia ,ache all over ",complex regional pain syndrome
1501,"abnormal involuntary movements ,arm pain ,back pain ,paresthesia ",complex regional pain syndrome
1502,"arm pain ,back pain ,neck pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1503,"leg pain ,back pain ,low back pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1504,"leg pain ,arm pain ,back pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1505,"abnormal involuntary movements ,hand or finger pain ,arm pain ,back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1506,"back pain ,neck pain ,low back pain ,problems with movement ",complex regional pain syndrome
1507,"leg pain ,hand or finger pain ,back pain ,neck pain ,low back pain ,problems with movement ",complex regional pain syndrome
1508,"abnormal involuntary movements ,hand or finger pain ,neck pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1509,"leg pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1510,"abnormal involuntary movements ,arm pain ,foot or toe pain ",complex regional pain syndrome
1511,"hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1512,"arm pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1513,"leg pain ,hand or finger pain ,low back pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1514,"leg pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1515,"abnormal involuntary movements ,leg pain ,back pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1516,"abnormal involuntary movements ,leg pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1517,"back pain ,neck pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1518,"leg pain ,hand or finger pain ,foot or toe pain ",complex regional pain syndrome
1519,"abnormal involuntary movements ,leg pain ,arm pain ,neck pain ,low back pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1520,"hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1521,"neck pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1522,"arm pain ,neck pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1523,"abnormal involuntary movements ,leg pain ,hand or finger pain ,neck pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1524,"hand or finger pain ,neck pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1525,"hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1526,"leg pain ,arm pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1527,"abnormal involuntary movements ,leg pain ,hand or finger pain ,neck pain ,low back pain ,problems with movement ",complex regional pain syndrome
1528,"arm pain ,back pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1529,"abnormal involuntary movements ,leg pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1530,"arm pain ,back pain ,problems with movement ",complex regional pain syndrome
1531,"abnormal involuntary movements ,hand or finger pain ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1532,"leg pain ,hand or finger pain ,low back pain ,loss of sensation ",complex regional pain syndrome
1533,"abnormal involuntary movements ,hand or finger pain ,back pain ,neck pain ,foot or toe pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1534,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1535,"abnormal involuntary movements ,leg pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1536,"abnormal involuntary movements ,hand or finger pain ,arm pain ,back pain ,loss of sensation ",complex regional pain syndrome
1537,"hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1538,"low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1539,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1540,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1541,"leg pain ,hand or finger pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1542,"abnormal involuntary movements ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1543,"abnormal involuntary movements ,arm pain ,back pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1544,"abnormal involuntary movements ,back pain ,low back pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1545,"leg pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1546,"leg pain ,hand or finger pain ,arm pain ,neck pain ,low back pain ,problems with movement ",complex regional pain syndrome
1547,"abnormal involuntary movements ,arm pain ,neck pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1548,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1549,"leg pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1550,"abnormal involuntary movements ,leg pain ,foot or toe pain ",complex regional pain syndrome
1551,"leg pain ,hand or finger pain ,low back pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1552,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,ache all over ",complex regional pain syndrome
1553,"neck pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1554,"abnormal involuntary movements ,back pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1555,"arm pain ,paresthesia ",complex regional pain syndrome
1556,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,loss of sensation ",complex regional pain syndrome
1557,"abnormal involuntary movements ,neck pain ,low back pain ,problems with movement ,ache all over ",complex regional pain syndrome
1558,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1559,"leg pain ,hand or finger pain ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1560,"abnormal involuntary movements ,hand or finger pain ,arm pain ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1561,"leg pain ,hand or finger pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1562,"hand or finger pain ,arm pain ,back pain ,neck pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1563,"leg pain ,hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1564,"abnormal involuntary movements ,leg pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1565,"hand or finger pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,ache all over ",complex regional pain syndrome
1566,"leg pain ,arm pain ,foot or toe pain ,paresthesia ",complex regional pain syndrome
1567,"abnormal involuntary movements ,back pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1568,"low back pain ,foot or toe pain ",complex regional pain syndrome
1569,"leg pain ,hand or finger pain ,neck pain ,low back pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1570,"abnormal involuntary movements ,hand or finger pain ,arm pain ,neck pain ,foot or toe pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
1571,"abnormal involuntary movements ,arm pain ,back pain ,loss of sensation ,paresthesia ,ache all over ",complex regional pain syndrome
1572,"leg pain ,back pain ,low back pain ",complex regional pain syndrome
1573,"arm pain ,neck pain ,low back pain ,foot or toe pain ",complex regional pain syndrome
1574,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,loss of sensation ,paresthesia ",complex regional pain syndrome
1575,"abnormal involuntary movements ,arm pain ,back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1576,"hand or finger pain ,back pain ,low back pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1577,"abnormal involuntary movements ,leg pain ,back pain ,neck pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1578,"hand or finger pain ,arm pain ,neck pain ,paresthesia ",complex regional pain syndrome
1579,"leg pain ,hand or finger pain ,neck pain ,problems with movement ,ache all over ",complex regional pain syndrome
1580,"abnormal involuntary movements ,arm pain ,foot or toe pain ,ache all over ",complex regional pain syndrome
1581,"hand or finger pain ,back pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1582,"abnormal involuntary movements ,arm pain ,back pain ,low back pain ,foot or toe pain ,paresthesia ,ache all over ",complex regional pain syndrome
1583,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1584,"arm pain ,neck pain ,low back pain ,paresthesia ,ache all over ",complex regional pain syndrome
1585,"abnormal involuntary movements ,leg pain ,hand or finger pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ",complex regional pain syndrome
1586,"hand or finger pain ,back pain ,neck pain ,low back pain ,loss of sensation ",complex regional pain syndrome
1587,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,paresthesia ,ache all over ",complex regional pain syndrome
1588,"abnormal involuntary movements ,leg pain ,hand or finger pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,loss of sensation ,ache all over ",complex regional pain syndrome
1589,"abnormal involuntary movements ,hand or finger pain ,arm pain ,back pain ,neck pain ,problems with movement ,ache all over ",complex regional pain syndrome
1590,"leg pain ,arm pain ,back pain ,low back pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1591,"leg pain ,hand or finger pain ,back pain ,foot or toe pain ,problems with movement ,loss of sensation ,paresthesia ",complex regional pain syndrome
1592,"leg pain ,hand or finger pain ,arm pain ,back pain ,neck pain ,low back pain ,foot or toe pain ,problems with movement ,ache all over ",complex regional pain syndrome
1593,"arm pain ,neck pain ,low back pain ,foot or toe pain ,loss of sensation ",complex regional pain syndrome
1594,"arm pain ,back pain ,problems with movement ,loss of sensation ",complex regional pain syndrome
